Player Name,Team,Sport,Match Date,Position,Country,Points/Goals,Assists,Minutes Played,Match Result
Player_45,Warriors,Basketball,17-12-2023,Guard,Brazil,97,12,25,Win
Player_2,Storm,Basketball,18-12-2023,Bowler,Australia,20,6,85,Loss
Player_21,Blazers,Basketball,19-12-2023,Forward,USA,29,8,47,Win
Player_6,Storm,Football,20-12-2023,Midfielder,Germany,96,10,107,Loss
Player_16,Falcons,Football,21-12-2023,Guard,Australia,27,13,23,Draw
Player_23,Dragons,Football,22-12-2023,Goalkeeper,India,63,3,45,Win
Player_34,Falcons,Football,23-12-2023,Batsman,Germany,96,12,106,Loss
Player_3,Titans,Cricket,24-12-2023,Batsman,USA,68,1,32,Win
Player_27,Storm,Basketball,25-12-2023,Midfielder,India,60,4,118,Win
Player_37,Blazers,Basketball,26-12-2023,Guard,Australia,47,10,75,Loss
Player_14,Panthers,Football,27-12-2023,Goalkeeper,USA,18,5,114,Win
Player_18,Panthers,Football,28-12-2023,Goalkeeper,USA,3,17,94,Draw
Player_10,Dragons,Cricket,29-12-2023,Bowler,India,34,9,11,Draw
Player_14,Blazers,Football,30-12-2023,Forward,India,63,3,100,Draw
Player_1,Dragons,Cricket,31-12-2023,Guard,Germany,48,8,82,Loss
Player_13,Falcons,Basketball,01-01-2024,Goalkeeper,USA,16,5,74,Loss
Player_28,Blazers,Football,02-01-2024,Guard,Australia,43,1,84,Loss
Player_30,Falcons,Football,03-01-2024,Bowler,Germany,91,16,76,Loss
Player_35,Hawks,Cricket,04-01-2024,Bowler,USA,29,4,61,Draw
Player_43,Blazers,Cricket,05-01-2024,Forward,USA,92,5,71,Draw
Player_6,Dragons,Basketball,06-01-2024,Goalkeeper,UK,45,11,32,Win
Player_22,Blazers,Football,07-01-2024,Batsman,Australia,5,9,35,Draw
Player_8,Warriors,Basketball,08-01-2024,Guard,India,98,5,77,Loss
Player_2,Storm,Basketball,09-01-2024,Batsman,Germany,36,7,91,Loss
Player_23,Warriors,Cricket,10-01-2024,Guard,UK,23,1,64,Loss
Player_39,Dragons,Basketball,11-01-2024,Guard,UK,92,11,15,Loss
Player_26,Dragons,Basketball,12-01-2024,Forward,UK,45,12,44,Loss
Player_9,Falcons,Cricket,13-01-2024,Midfielder,India,52,6,31,Loss
Player_5,Storm,Basketball,14-01-2024,Goalkeeper,India,94,9,52,Win
Player_36,Titans,Cricket,15-01-2024,Bowler,Germany,98,12,24,Win
Player_12,Dragons,Cricket,16-01-2024,Guard,UK,59,16,95,Win
Player_8,Blazers,Cricket,17-01-2024,Guard,USA,96,13,69,Loss
Player_36,Storm,Football,18-01-2024,Bowler,Brazil,62,1,110,Draw
Player_6,Hawks,Cricket,19-01-2024,Forward,Brazil,84,10,115,Draw
Player_6,Blazers,Football,20-01-2024,Bowler,UK,31,0,21,Loss
Player_26,Dragons,Basketball,21-01-2024,Midfielder,UK,86,18,58,Loss
Player_5,Blazers,Cricket,22-01-2024,Forward,India,32,3,51,Draw
Player_49,Blazers,Basketball,23-01-2024,Batsman,Brazil,66,18,47,Loss
Player_14,Titans,Basketball,24-01-2024,Bowler,India,17,10,91,Loss
Player_26,Hawks,Basketball,25-01-2024,Bowler,Germany,24,7,54,Win
Player_19,Hawks,Basketball,26-01-2024,Goalkeeper,Germany,94,10,44,Win
Player_9,Hawks,Football,27-01-2024,Forward,Brazil,53,3,39,Win
Player_25,Falcons,Basketball,28-01-2024,Batsman,Germany,57,16,97,Win
Player_5,Hawks,Football,29-01-2024,Batsman,India,66,6,115,Draw
Player_20,Blazers,Basketball,30-01-2024,Forward,UK,45,7,39,Draw
Player_39,Hawks,Cricket,31-01-2024,Bowler,Germany,23,2,87,Draw
Player_30,Warriors,Cricket,01-02-2024,Batsman,USA,31,1,15,Loss
Player_43,Hawks,Basketball,02-02-2024,Goalkeeper,Australia,46,14,76,Win
Player_45,Falcons,Basketball,03-02-2024,Goalkeeper,USA,85,4,89,Win
Player_3,Dragons,Cricket,04-02-2024,Goalkeeper,Brazil,22,0,16,Draw
Player_30,Falcons,Basketball,05-02-2024,Forward,Australia,65,3,61,Win
Player_41,Hawks,Cricket,06-02-2024,Forward,India,26,14,23,Loss
Player_30,Storm,Football,07-02-2024,Guard,Germany,1,19,82,Loss
Player_15,Falcons,Football,08-02-2024,Goalkeeper,USA,89,18,24,Draw
Player_33,Dragons,Cricket,09-02-2024,Forward,India,16,2,30,Draw
Player_32,Falcons,Cricket,10-02-2024,Guard,Germany,32,19,44,Loss
Player_3,Blazers,Football,11-02-2024,Batsman,USA,8,10,75,Win
Player_43,Blazers,Football,12-02-2024,Bowler,Brazil,42,16,100,Draw
Player_13,Dragons,Football,13-02-2024,Goalkeeper,USA,47,12,11,Win
Player_18,Panthers,Football,14-02-2024,Guard,Brazil,38,10,44,Win
Player_27,Falcons,Football,15-02-2024,Batsman,USA,92,1,91,Draw
Player_28,Panthers,Football,16-02-2024,Batsman,Brazil,41,8,87,Win
Player_7,Hawks,Cricket,17-02-2024,Forward,Germany,25,1,29,Loss
Player_7,Storm,Cricket,18-02-2024,Goalkeeper,India,98,8,91,Loss
Player_32,Blazers,Football,19-02-2024,Midfielder,USA,49,8,19,Win
Player_3,Storm,Cricket,20-02-2024,Guard,India,24,7,34,Draw
Player_42,Blazers,Basketball,21-02-2024,Midfielder,Brazil,23,16,75,Win
Player_43,Panthers,Football,22-02-2024,Batsman,Germany,12,0,34,Draw
Player_19,Dragons,Cricket,23-02-2024,Bowler,Brazil,59,10,63,Draw
Player_7,Warriors,Football,24-02-2024,Batsman,Australia,6,7,42,Win
Player_27,Panthers,Football,25-02-2024,Goalkeeper,India,56,9,45,Win
Player_27,Titans,Basketball,26-02-2024,Goalkeeper,Brazil,35,6,104,Loss
Player_46,Falcons,Cricket,27-02-2024,Forward,Germany,44,2,23,Win
Player_10,Warriors,Football,28-02-2024,Batsman,Australia,19,2,74,Loss
Player_4,Titans,Football,29-02-2024,Guard,Brazil,64,17,119,Loss
Player_46,Dragons,Basketball,01-03-2024,Batsman,India,7,4,89,Loss
Player_29,Warriors,Cricket,02-03-2024,Batsman,Germany,15,11,63,Draw
Player_24,Blazers,Basketball,03-03-2024,Forward,Brazil,13,11,119,Draw
Player_40,Storm,Football,04-03-2024,Bowler,India,75,18,61,Loss
Player_41,Hawks,Football,05-03-2024,Midfielder,USA,86,5,12,Loss
Player_4,Falcons,Basketball,06-03-2024,Forward,UK,14,1,108,Loss
Player_39,Storm,Basketball,07-03-2024,Forward,India,91,11,50,Draw
Player_49,Panthers,Cricket,08-03-2024,Midfielder,Australia,97,18,15,Draw
Player_6,Storm,Football,09-03-2024,Forward,Brazil,65,4,34,Win
Player_25,Dragons,Basketball,10-03-2024,Goalkeeper,Germany,31,11,22,Loss
Player_23,Falcons,Football,11-03-2024,Bowler,USA,86,16,107,Loss
Player_9,Storm,Basketball,12-03-2024,Batsman,India,62,16,17,Win
Player_16,Panthers,Basketball,13-03-2024,Midfielder,Australia,85,9,30,Loss
Player_29,Storm,Cricket,14-03-2024,Goalkeeper,Germany,50,16,107,Loss
Player_39,Blazers,Basketball,15-03-2024,Forward,Germany,24,14,77,Loss
Player_26,Titans,Cricket,16-03-2024,Midfielder,Germany,57,11,34,Win
Player_24,Titans,Cricket,17-03-2024,Goalkeeper,India,62,15,88,Win
Player_42,Blazers,Football,18-03-2024,Forward,USA,61,18,77,Win
Player_29,Dragons,Football,19-03-2024,Guard,Brazil,21,7,54,Draw
Player_37,Panthers,Basketball,20-03-2024,Midfielder,India,57,16,69,Win
Player_8,Blazers,Cricket,21-03-2024,Bowler,UK,57,4,21,Win
Player_39,Panthers,Football,22-03-2024,Batsman,Australia,85,15,41,Win
Player_35,Hawks,Basketball,23-03-2024,Guard,Germany,48,5,105,Win
Player_14,Falcons,Basketball,24-03-2024,Bowler,Germany,51,7,101,Win
Player_1,Storm,Basketball,25-03-2024,Guard,Germany,41,17,22,Loss
Player_42,Warriors,Football,26-03-2024,Guard,Australia,69,11,40,Loss
Player_41,Hawks,Football,27-03-2024,Goalkeeper,Germany,14,14,87,Draw
Player_18,Dragons,Football,28-03-2024,Bowler,UK,53,8,29,Loss
Player_47,Warriors,Football,29-03-2024,Guard,Brazil,59,12,27,Win
Player_38,Storm,Cricket,30-03-2024,Batsman,Brazil,96,14,102,Draw
Player_6,Storm,Basketball,31-03-2024,Goalkeeper,UK,7,9,69,Draw
Player_15,Titans,Basketball,01-04-2024,Forward,Australia,52,15,72,Draw
Player_17,Warriors,Basketball,02-04-2024,Bowler,USA,59,6,15,Loss
Player_23,Falcons,Cricket,03-04-2024,Batsman,USA,4,16,41,Loss
Player_18,Blazers,Basketball,04-04-2024,Guard,USA,67,6,102,Draw
Player_48,Falcons,Football,05-04-2024,Bowler,India,5,13,52,Win
Player_46,Falcons,Football,06-04-2024,Batsman,India,95,14,11,Loss
Player_24,Hawks,Cricket,07-04-2024,Goalkeeper,India,93,6,69,Loss
Player_15,Falcons,Basketball,08-04-2024,Bowler,Brazil,46,8,32,Draw
Player_38,Hawks,Cricket,09-04-2024,Batsman,Germany,98,18,92,Win
Player_43,Panthers,Basketball,10-04-2024,Guard,Australia,54,15,40,Loss
Player_50,Dragons,Cricket,11-04-2024,Midfielder,India,39,7,14,Win
Player_48,Storm,Cricket,12-04-2024,Bowler,Germany,51,17,92,Win
Player_47,Blazers,Cricket,13-04-2024,Guard,Germany,15,17,43,Win
Player_43,Blazers,Football,14-04-2024,Goalkeeper,USA,12,19,19,Draw
Player_9,Panthers,Football,15-04-2024,Bowler,Brazil,29,6,98,Loss
Player_30,Panthers,Football,16-04-2024,Forward,USA,18,2,11,Win
Player_42,Hawks,Basketball,17-04-2024,Forward,Australia,16,17,20,Draw
Player_36,Warriors,Basketball,18-04-2024,Midfielder,UK,62,9,59,Draw
Player_16,Warriors,Cricket,19-04-2024,Forward,Australia,18,6,40,Win
Player_32,Blazers,Football,20-04-2024,Batsman,India,91,16,65,Draw
Player_42,Blazers,Cricket,21-04-2024,Goalkeeper,Brazil,57,13,88,Draw
Player_28,Warriors,Cricket,22-04-2024,Goalkeeper,Germany,54,2,82,Loss
Player_1,Blazers,Cricket,23-04-2024,Midfielder,Germany,89,11,96,Draw
Player_30,Titans,Cricket,24-04-2024,Forward,India,89,12,92,Loss
Player_31,Hawks,Football,25-04-2024,Batsman,India,61,1,18,Win
Player_42,Blazers,Basketball,26-04-2024,Goalkeeper,Australia,22,2,108,Draw
Player_14,Storm,Cricket,27-04-2024,Batsman,USA,8,4,30,Loss
Player_35,Falcons,Cricket,28-04-2024,Midfielder,Germany,11,10,82,Draw
Player_8,Blazers,Football,29-04-2024,Goalkeeper,India,0,7,37,Win
Player_11,Dragons,Football,30-04-2024,Goalkeeper,Germany,57,11,71,Draw
Player_19,Titans,Cricket,01-05-2024,Batsman,UK,0,6,119,Loss
Player_43,Titans,Basketball,02-05-2024,Goalkeeper,Australia,33,14,16,Draw
Player_22,Falcons,Basketball,03-05-2024,Goalkeeper,USA,95,16,89,Win
Player_12,Warriors,Football,04-05-2024,Bowler,UK,47,3,25,Loss
Player_40,Hawks,Cricket,05-05-2024,Guard,UK,88,12,106,Win
Player_40,Hawks,Cricket,06-05-2024,Bowler,India,0,17,13,Loss
Player_35,Warriors,Basketball,07-05-2024,Forward,India,15,0,13,Loss
Player_14,Warriors,Cricket,08-05-2024,Goalkeeper,Germany,60,15,112,Draw
Player_34,Dragons,Cricket,09-05-2024,Batsman,Germany,63,12,49,Win
Player_50,Falcons,Cricket,10-05-2024,Midfielder,Brazil,62,9,26,Draw
Player_3,Hawks,Football,11-05-2024,Guard,Brazil,68,11,110,Draw
Player_14,Blazers,Cricket,12-05-2024,Batsman,Brazil,21,1,112,Draw
Player_23,Warriors,Football,13-05-2024,Forward,Brazil,92,2,61,Draw
Player_47,Panthers,Cricket,14-05-2024,Guard,India,66,9,102,Draw
Player_16,Titans,Basketball,15-05-2024,Midfielder,India,75,1,61,Draw
Player_21,Titans,Football,16-05-2024,Guard,Germany,25,12,45,Win
Player_11,Titans,Basketball,17-05-2024,Bowler,Brazil,15,12,47,Win
Player_33,Hawks,Basketball,18-05-2024,Goalkeeper,UK,50,17,112,Win
Player_10,Falcons,Cricket,19-05-2024,Batsman,Brazil,85,2,59,Draw
Player_9,Blazers,Cricket,20-05-2024,Bowler,India,56,6,72,Win
Player_41,Storm,Cricket,21-05-2024,Batsman,Brazil,28,13,110,Loss
Player_9,Panthers,Basketball,22-05-2024,Forward,UK,77,19,72,Loss
Player_2,Storm,Basketball,23-05-2024,Guard,Germany,91,16,71,Loss
Player_48,Blazers,Cricket,24-05-2024,Guard,UK,68,11,108,Loss
Player_2,Warriors,Basketball,25-05-2024,Guard,India,46,15,16,Win
Player_32,Blazers,Cricket,26-05-2024,Bowler,Brazil,93,11,36,Loss
Player_22,Titans,Football,27-05-2024,Bowler,India,61,14,101,Loss
Player_43,Storm,Football,28-05-2024,Bowler,Germany,68,9,95,Win
Player_36,Panthers,Cricket,29-05-2024,Forward,Brazil,75,6,23,Loss
Player_35,Hawks,Football,30-05-2024,Guard,India,15,19,80,Loss
Player_34,Storm,Football,31-05-2024,Forward,USA,89,4,110,Loss
Player_32,Warriors,Football,01-06-2024,Guard,India,89,0,95,Draw
Player_7,Warriors,Cricket,02-06-2024,Batsman,Brazil,47,16,14,Draw
Player_31,Falcons,Cricket,03-06-2024,Midfielder,Brazil,84,2,64,Loss
Player_8,Hawks,Basketball,04-06-2024,Midfielder,Germany,38,12,11,Win
Player_42,Falcons,Cricket,05-06-2024,Bowler,India,99,13,71,Win
Player_32,Dragons,Basketball,06-06-2024,Goalkeeper,USA,32,17,100,Win
Player_21,Hawks,Cricket,07-06-2024,Bowler,Germany,93,3,30,Win
Player_2,Falcons,Cricket,08-06-2024,Bowler,India,22,17,111,Loss
Player_42,Dragons,Cricket,09-06-2024,Guard,UK,9,4,88,Loss
Player_26,Storm,Cricket,10-06-2024,Goalkeeper,UK,68,15,30,Draw
Player_36,Dragons,Cricket,11-06-2024,Batsman,USA,99,0,19,Win
Player_15,Falcons,Cricket,12-06-2024,Forward,India,33,13,96,Loss
Player_12,Dragons,Football,13-06-2024,Batsman,UK,51,14,67,Win
Player_16,Blazers,Cricket,14-06-2024,Bowler,Germany,94,8,48,Win
Player_4,Storm,Cricket,15-06-2024,Guard,Brazil,9,14,14,Loss
Player_25,Dragons,Cricket,16-06-2024,Midfielder,Australia,18,16,74,Win
Player_8,Storm,Football,17-06-2024,Guard,India,57,3,22,Win
Player_14,Falcons,Cricket,18-06-2024,Guard,Germany,95,11,94,Draw
Player_44,Hawks,Basketball,19-06-2024,Bowler,Australia,0,4,99,Loss
Player_37,Dragons,Football,20-06-2024,Guard,USA,68,4,118,Win
Player_25,Hawks,Cricket,21-06-2024,Bowler,UK,3,10,94,Loss
Player_46,Storm,Basketball,22-06-2024,Midfielder,Australia,15,5,62,Draw
Player_8,Panthers,Football,23-06-2024,Forward,UK,23,6,91,Loss
Player_8,Warriors,Football,24-06-2024,Bowler,USA,79,13,110,Loss
Player_12,Falcons,Football,25-06-2024,Goalkeeper,UK,1,10,54,Draw
Player_49,Warriors,Basketball,26-06-2024,Guard,India,91,12,41,Draw
Player_8,Dragons,Cricket,27-06-2024,Forward,UK,31,1,45,Draw
Player_45,Dragons,Football,28-06-2024,Batsman,Brazil,90,6,90,Win
Player_44,Blazers,Basketball,29-06-2024,Goalkeeper,USA,83,19,108,Win
Player_14,Blazers,Football,30-06-2024,Guard,UK,23,3,69,Draw
Player_43,Storm,Football,01-07-2024,Midfielder,Germany,11,7,20,Win
Player_35,Hawks,Football,02-07-2024,Forward,UK,49,19,72,Loss
Player_43,Warriors,Basketball,03-07-2024,Goalkeeper,Germany,34,18,30,Win
Player_28,Blazers,Cricket,04-07-2024,Batsman,India,32,12,61,Draw
Player_38,Blazers,Basketball,05-07-2024,Bowler,Brazil,32,13,64,Loss
Player_45,Warriors,Football,06-07-2024,Batsman,USA,60,9,35,Draw
Player_47,Titans,Football,07-07-2024,Batsman,Germany,50,10,77,Draw
Player_19,Blazers,Cricket,08-07-2024,Midfielder,USA,42,1,43,Win
Player_36,Titans,Cricket,09-07-2024,Batsman,Australia,11,8,61,Win
Player_28,Warriors,Football,10-07-2024,Batsman,Brazil,66,16,91,Win
Player_38,Panthers,Basketball,11-07-2024,Goalkeeper,Brazil,64,2,113,Loss
Player_25,Dragons,Basketball,12-07-2024,Goalkeeper,USA,32,5,108,Draw
Player_20,Panthers,Football,13-07-2024,Bowler,India,39,4,114,Win
Player_15,Titans,Football,14-07-2024,Goalkeeper,Brazil,73,4,102,Draw
Player_4,Warriors,Basketball,15-07-2024,Guard,USA,42,14,61,Draw
Player_47,Warriors,Football,16-07-2024,Midfielder,Australia,43,16,38,Loss
Player_37,Hawks,Football,17-07-2024,Guard,Germany,28,8,47,Loss
Player_15,Hawks,Basketball,18-07-2024,Forward,Australia,12,2,51,Draw
Player_38,Warriors,Cricket,19-07-2024,Guard,Australia,11,19,30,Draw
Player_1,Titans,Football,20-07-2024,Forward,USA,94,16,51,Win
Player_5,Titans,Cricket,21-07-2024,Bowler,Brazil,45,9,22,Draw
Player_19,Warriors,Football,22-07-2024,Batsman,UK,1,2,114,Draw
Player_19,Titans,Basketball,23-07-2024,Forward,Australia,34,17,73,Win
Player_29,Panthers,Football,24-07-2024,Forward,USA,86,17,26,Loss
Player_29,Storm,Football,25-07-2024,Guard,Australia,80,16,18,Win
Player_14,Warriors,Cricket,26-07-2024,Midfielder,Brazil,89,2,50,Win
Player_14,Storm,Basketball,27-07-2024,Bowler,India,7,2,10,Win
Player_8,Hawks,Basketball,28-07-2024,Batsman,India,92,5,11,Draw
Player_8,Dragons,Basketball,29-07-2024,Guard,Australia,25,12,69,Draw
Player_9,Hawks,Basketball,30-07-2024,Goalkeeper,Australia,73,14,57,Win
Player_27,Storm,Basketball,31-07-2024,Midfielder,Germany,89,8,38,Draw
Player_35,Panthers,Basketball,01-08-2024,Guard,Brazil,33,3,106,Loss
Player_18,Panthers,Basketball,02-08-2024,Midfielder,USA,6,13,19,Draw
Player_50,Panthers,Football,03-08-2024,Forward,Australia,67,4,67,Win
Player_48,Dragons,Football,04-08-2024,Goalkeeper,UK,57,1,69,Draw
Player_4,Storm,Cricket,05-08-2024,Goalkeeper,UK,74,10,113,Draw
Player_41,Titans,Football,06-08-2024,Guard,India,28,8,30,Draw
Player_3,Hawks,Basketball,07-08-2024,Guard,UK,35,2,37,Draw
Player_19,Panthers,Football,08-08-2024,Batsman,Germany,88,8,84,Draw
Player_44,Falcons,Basketball,09-08-2024,Guard,UK,20,2,43,Win
Player_20,Panthers,Cricket,10-08-2024,Bowler,USA,35,1,17,Win
Player_40,Warriors,Basketball,11-08-2024,Guard,UK,9,11,68,Draw
Player_13,Hawks,Cricket,12-08-2024,Batsman,USA,72,9,95,Draw
Player_12,Hawks,Cricket,13-08-2024,Forward,Brazil,23,8,81,Loss
Player_1,Warriors,Football,14-08-2024,Batsman,USA,63,14,58,Win
Player_4,Dragons,Basketball,15-08-2024,Guard,Brazil,98,7,88,Draw
Player_18,Storm,Cricket,16-08-2024,Bowler,UK,48,4,26,Win
Player_39,Falcons,Cricket,17-08-2024,Batsman,USA,98,10,69,Win
Player_31,Falcons,Football,18-08-2024,Goalkeeper,USA,35,1,96,Win
Player_11,Panthers,Cricket,19-08-2024,Forward,Australia,81,14,97,Win
Player_49,Warriors,Cricket,20-08-2024,Guard,Brazil,95,5,54,Draw
Player_18,Blazers,Cricket,21-08-2024,Forward,India,23,7,92,Draw
Player_37,Dragons,Football,22-08-2024,Bowler,Brazil,22,4,78,Win
Player_19,Storm,Cricket,23-08-2024,Midfielder,India,61,15,41,Loss
Player_6,Panthers,Cricket,24-08-2024,Guard,Australia,95,17,53,Loss
Player_44,Storm,Football,25-08-2024,Midfielder,Germany,36,5,74,Draw
Player_48,Falcons,Basketball,26-08-2024,Midfielder,Australia,11,4,96,Loss
Player_1,Panthers,Basketball,27-08-2024,Guard,India,54,15,110,Loss
Player_49,Storm,Basketball,28-08-2024,Guard,UK,12,12,17,Loss
Player_10,Hawks,Basketball,29-08-2024,Goalkeeper,India,22,4,86,Loss
Player_12,Hawks,Cricket,30-08-2024,Goalkeeper,India,88,12,81,Draw
Player_24,Panthers,Basketball,31-08-2024,Batsman,USA,98,16,96,Win
Player_45,Panthers,Cricket,01-09-2024,Batsman,Australia,29,17,52,Draw
Player_4,Warriors,Cricket,02-09-2024,Midfielder,USA,16,7,10,Win
Player_24,Falcons,Football,03-09-2024,Forward,UK,61,12,118,Win
Player_14,Titans,Cricket,04-09-2024,Midfielder,Germany,83,18,60,Loss
Player_31,Panthers,Football,05-09-2024,Batsman,USA,88,2,33,Win
Player_15,Titans,Cricket,06-09-2024,Forward,UK,85,7,108,Draw
Player_2,Storm,Cricket,07-09-2024,Batsman,USA,12,1,33,Draw
Player_21,Storm,Football,08-09-2024,Midfielder,UK,58,7,26,Loss
Player_37,Storm,Basketball,09-09-2024,Goalkeeper,Australia,18,12,14,Loss
Player_14,Hawks,Basketball,10-09-2024,Guard,Germany,48,12,29,Win
Player_10,Storm,Cricket,11-09-2024,Guard,UK,99,0,30,Loss
Player_42,Warriors,Cricket,12-09-2024,Goalkeeper,India,11,5,113,Draw
Player_27,Storm,Basketball,13-09-2024,Goalkeeper,USA,60,18,67,Win
Player_27,Storm,Cricket,14-09-2024,Midfielder,Brazil,18,15,40,Draw
Player_21,Panthers,Basketball,15-09-2024,Forward,Australia,75,7,119,Loss
Player_45,Warriors,Football,16-09-2024,Goalkeeper,UK,8,0,109,Win
Player_28,Panthers,Football,17-09-2024,Goalkeeper,USA,70,15,20,Draw
Player_42,Titans,Cricket,18-09-2024,Midfielder,Germany,27,8,61,Draw
Player_16,Falcons,Cricket,19-09-2024,Batsman,India,77,12,24,Win
Player_44,Dragons,Cricket,20-09-2024,Goalkeeper,USA,94,10,92,Draw
Player_28,Panthers,Cricket,21-09-2024,Guard,Brazil,51,12,16,Draw
Player_10,Titans,Football,22-09-2024,Forward,UK,82,9,37,Loss
Player_38,Falcons,Football,23-09-2024,Bowler,Australia,15,3,60,Loss
Player_41,Dragons,Basketball,24-09-2024,Bowler,Australia,68,5,116,Win
Player_34,Storm,Cricket,25-09-2024,Forward,Brazil,98,6,67,Loss
Player_8,Falcons,Football,26-09-2024,Guard,Germany,11,4,14,Loss
Player_23,Hawks,Football,27-09-2024,Forward,Brazil,24,10,14,Loss
Player_40,Falcons,Basketball,28-09-2024,Goalkeeper,Germany,51,12,103,Draw
Player_22,Falcons,Basketball,29-09-2024,Guard,Brazil,84,18,105,Draw
Player_9,Warriors,Football,30-09-2024,Guard,India,99,9,17,Draw
Player_17,Warriors,Football,01-10-2024,Batsman,Germany,52,9,73,Win
Player_38,Falcons,Basketball,02-10-2024,Midfielder,India,22,10,19,Win
Player_44,Warriors,Cricket,03-10-2024,Batsman,UK,15,6,47,Draw
Player_15,Blazers,Cricket,04-10-2024,Batsman,Australia,56,17,105,Draw
Player_37,Blazers,Football,05-10-2024,Bowler,Germany,38,3,101,Win
Player_34,Titans,Football,06-10-2024,Goalkeeper,Brazil,52,1,90,Win
Player_6,Titans,Basketball,07-10-2024,Midfielder,India,41,13,104,Win
Player_46,Hawks,Cricket,08-10-2024,Guard,Germany,57,12,17,Loss
Player_26,Dragons,Cricket,09-10-2024,Midfielder,Brazil,38,11,113,Draw
Player_16,Storm,Cricket,10-10-2024,Batsman,UK,13,6,34,Draw
Player_19,Warriors,Basketball,11-10-2024,Guard,USA,94,1,82,Loss
Player_49,Blazers,Cricket,12-10-2024,Batsman,India,4,12,75,Win
Player_2,Hawks,Football,13-10-2024,Batsman,Brazil,34,13,88,Win
Player_22,Titans,Football,14-10-2024,Midfielder,Germany,86,16,59,Loss
Player_6,Dragons,Football,15-10-2024,Batsman,USA,92,8,76,Loss
Player_45,Warriors,Basketball,16-10-2024,Guard,UK,74,16,58,Win
Player_44,Titans,Football,17-10-2024,Forward,India,17,7,45,Loss
Player_36,Storm,Football,18-10-2024,Midfielder,USA,75,1,77,Loss
Player_20,Titans,Cricket,19-10-2024,Forward,India,8,12,87,Win
Player_5,Blazers,Cricket,20-10-2024,Bowler,UK,73,2,114,Loss
Player_15,Hawks,Football,21-10-2024,Batsman,USA,57,15,50,Loss
Player_31,Falcons,Basketball,22-10-2024,Guard,UK,16,5,98,Loss
Player_16,Titans,Cricket,23-10-2024,Goalkeeper,Australia,6,18,71,Win
Player_19,Blazers,Football,24-10-2024,Forward,Brazil,45,6,19,Draw
Player_14,Falcons,Football,25-10-2024,Goalkeeper,Germany,12,9,30,Draw
Player_22,Dragons,Cricket,26-10-2024,Midfielder,Brazil,39,8,45,Loss
Player_14,Dragons,Basketball,27-10-2024,Batsman,USA,41,1,21,Win
Player_8,Dragons,Basketball,28-10-2024,Midfielder,UK,8,14,100,Loss
Player_19,Hawks,Football,29-10-2024,Goalkeeper,Australia,49,4,113,Draw
Player_43,Hawks,Cricket,30-10-2024,Forward,Australia,26,3,11,Win
Player_34,Dragons,Football,31-10-2024,Goalkeeper,USA,65,19,22,Draw
Player_39,Titans,Basketball,01-11-2024,Batsman,India,4,3,62,Win
Player_12,Blazers,Football,02-11-2024,Guard,USA,28,17,41,Win
Player_32,Dragons,Cricket,03-11-2024,Forward,Brazil,36,3,104,Draw
Player_9,Falcons,Football,04-11-2024,Midfielder,Australia,37,16,25,Draw
Player_36,Storm,Cricket,05-11-2024,Bowler,Australia,82,11,41,Draw
Player_50,Blazers,Cricket,06-11-2024,Forward,Brazil,7,16,41,Draw
Player_45,Warriors,Cricket,07-11-2024,Guard,Germany,64,9,107,Draw
Player_28,Warriors,Cricket,08-11-2024,Batsman,Brazil,85,0,20,Win
Player_7,Hawks,Cricket,09-11-2024,Bowler,USA,16,17,19,Draw
Player_33,Storm,Basketball,10-11-2024,Batsman,Germany,70,17,24,Draw
Player_30,Storm,Football,11-11-2024,Midfielder,USA,88,13,26,Draw
Player_47,Panthers,Cricket,12-11-2024,Midfielder,Germany,44,14,49,Win
Player_34,Panthers,Basketball,13-11-2024,Forward,Brazil,3,11,27,Loss
Player_10,Falcons,Cricket,14-11-2024,Midfielder,Germany,35,3,64,Draw
Player_8,Titans,Basketball,15-11-2024,Bowler,UK,69,2,82,Win
Player_4,Falcons,Football,16-11-2024,Bowler,USA,30,19,34,Draw
Player_42,Hawks,Football,17-11-2024,Midfielder,Germany,18,11,113,Win
Player_6,Dragons,Football,18-11-2024,Midfielder,UK,60,6,68,Draw
Player_47,Panthers,Cricket,19-11-2024,Midfielder,USA,53,10,87,Loss
Player_13,Blazers,Cricket,20-11-2024,Goalkeeper,USA,38,0,98,Win
Player_31,Falcons,Football,21-11-2024,Batsman,Brazil,90,5,31,Win
Player_43,Panthers,Football,22-11-2024,Batsman,USA,73,14,39,Win
Player_12,Titans,Cricket,23-11-2024,Batsman,UK,89,14,93,Draw
Player_39,Panthers,Football,24-11-2024,Forward,USA,18,18,94,Draw
Player_38,Warriors,Basketball,25-11-2024,Goalkeeper,UK,38,10,53,Loss
Player_40,Titans,Basketball,26-11-2024,Batsman,UK,66,1,41,Loss
Player_48,Warriors,Cricket,27-11-2024,Midfielder,USA,44,13,60,Draw
Player_19,Hawks,Football,28-11-2024,Goalkeeper,UK,12,1,55,Loss
Player_6,Titans,Basketball,29-11-2024,Goalkeeper,Australia,91,3,30,Loss
Player_14,Storm,Basketball,30-11-2024,Bowler,Germany,57,16,108,Draw
Player_25,Warriors,Cricket,01-12-2024,Bowler,USA,19,2,41,Loss
Player_25,Storm,Football,02-12-2024,Guard,Germany,91,12,103,Win
